ID	Tweet	Intensity Class
31110	black 43 read book p u kid school prayer u wl lv long fulfil joyous peac god pleas life	2
30281	tagaddr realli wish could attend show rcmh spirit cheer dude	2
30072	happi birthday tagaddr cheerchick jeep jeepgirl idriveajeep jeepjeep cheer	3
31075	red sox team equival tiger wood heyday merci	1
31271	tagaddr gud morn sir keep smile	3
30686	342 147 waxen mirth neez swear na merrier hour never wast n amndbot	0
31100	tagaddr elat thank help appli verifi	3
31470	ukulel bag fallen apart welll least life yet optim	0
31333	tagaddr oh yeah never show part session plop discord pure hilar	2
30338	watch amaz live ly broadcast tagaddr live music	1
30271	until today anyon ever said rememb 7 year ago met n like sinc cutealert happi	2
30559	cowork look phone say cheer oh look kap get death threat goe say 49er	0
30557	tagaddr agre memphi look live also	0
30966	mean suppos seem joyous talk rodrigo dutert isi american economi etc think say	0
31578	tagaddr tagaddr tagaddr sure fine alway chang beer cheer squad	2
31212	omg nol love u much love ur cheeri face hug tagaddr	3
30576	tip 5 worri pleas everyon titanwisdom	0
31166	tagaddr could leap feet dramat plant one foot seat chair let jaunti tune	2
31195	someth open mail pleas	2
31350	fun pizza night last night tagaddr crew gorgeous bunch newbi live excit	3
30544	tagaddr happen u ok tomorrow cheer give	0
30850	imagin sad la fan gona get elimin man gon na nirvana religi experi rejoic miseri	0
30629	final night shift come miss miss work pal hyster laughter get us night	0
30836	tagaddr tagaddr welcom wordgeek nalso good put face twitter feed even cheeri hello	2
30098	tagaddr alway inde wonder experi fli guy today bestinbusi happym	3
30007	bridgetjonesbabi best thing seen age funni miss bridget love teammark	3
30849	get better without explan wake one morn happi total utter elat	3
30372	tagaddr annual remind care cheer eat anyth label	1
31415	tagaddr dhoni bcoz calm nd match win finish nd proud miltirian dad husband nd wonder humanb nd smile	2
31266	tagaddr tagaddr tagaddr tagaddr wonder kelvin chris smile	3
31283	tagaddr cool would tagaddr anim scene	1
30717	tagaddr possibl kg bought player buy glen minor owner	0
30916	tagaddr thank obama cut elat back home	3
30167	look forward detour bring delight surpris lifequot	2
30513	decid stop afraid stop free n n brave free honest healthi happi life live optim love	1
31476	accept challeng feel exhilar victori georg patton n quot motiv entrepreneur	0
31443	pleas stop merriment annoy	0
30918	gemma simmon bright spot premier far agentsofshield	1
30181	due big chang pray think deserv posit optim	2
30347	tagaddr trust dear want make anyth invis hang wet paint hilar ensu	1
30485	like right way pray right way give grudg necess cheer woficc	1
30851	heather hilari tagaddr tagaddr tagaddr anthonywein 15gets20 nyc	3
31409	vile piec scum rejoic fact dead children inhuman say wors still hope karma knock	0
31457	tagaddr happi birthday beauti cheer sister ever llnp	3
30977	redwin glee	1
31139	tagaddr great see matilda happi new chair provid access lot new experi smile	3
31477	tagaddr look cool anim well pixel art	1
30989	tagaddr may right sinc year bad event begin b privat hope got least c z go 1st optim	0
30076	indian time alreadi ur birthday tagaddr stupend birthday wish success laughter lot love hug x	3
31078	u laugh today laugh hard hope need laughter smile love	2
30043	tagaddr well done ladi great award amaz team delight present award	3
31356	congress attend midterm liveli differ constraint qmiv	0
31600	semor let get mirth saw keepthetradit	2
31252	love look old status facebook one four year ago day glee mani opinion	2
30062	tagaddr alway inde wonder experi fli guy today bestinbusi delight happym	3
30890	lifetim laughter expens death bachelor	0
30105	north america vs sweden exhilar hockey ever watch wow mackinonn mitt silki teamna wch2016	3
30502	laundri watch 70 show bunch stranger birthday	1
31176	tagaddr tagaddr tagaddr tagaddr tagaddr brought sparkl cider hold know much	0
30875	tagaddr great mind think alik	1
31412	moment leviti n charlott dude rollerblad goe skate protest better wear short short amp blow whistl	0
31098	yes mourinho realli stop speak ref tri cheer bit	0
31162	class cancel due funer sure appropri happi sad	1
30202	tagaddr yup val basic ignor recip done keep burst laughter x	2
31134	good morn let start smile nlet enjoy life cheer way ndon worri happi	3
31520	tagaddr lt realli said respons perceiv forc jovial tone slid jeep onto gt	0
30234	ever use like smile realiz good teeth look witout brace	2
30705	tagaddr spri though	0
30235	tagaddr tagaddr anoth happi custom secretey	2
30119	tagaddr charli attempt suffoc cushion cheer much great news	3
30257	better wetter dri tagaddr certain found hilari gbbo	2
31602	tagaddr tagaddr nhlnycsweepstak fun watch team north america cheer team canada	2
31551	like said plenti cheddar chees go around everyon	3
30217	tagaddr yeah play well optim	2
30388	tagaddr flush upon hear feel reciproc elat shove right arm hug tight	1
31161	jasperino buoyant session six	0
31317	zeph 3 17 lord midst mighti one save rejoic glad quiet love	2
31466	vincent look super live boy hattrick perhap lol	2
31149	sharpen pencil today sharpen sinc 1999 exhilar	1
30263	peter aesthet pleas look	2
30679	find way top	0
30386	accept challeng feel exhilar victori georg patton	1
31311	tagaddr mean tell glee get less gleeful	0
31140	tagaddr great see matilda happi new chair provid access lot new experi	3
30742	srpt would etep patient amp mom advoc drug work anyon listen etep md adcomm elat	0
31158	banger sit 2013 reason great do alia rejoic kzfqr	1
30553	boss like stand offic amp smile like shark malici gleeful ask secret tell	0
30291	know cook invalu even better even 400 sq ft place wide hearti homestyl egg noodl	2
31607	tagaddr yapyap upon time avid fanfict patron k pop heyday	2
30546	essenti salt anim may narkham larg outfit effect ni rejoic continu ye	0
30253	tagaddr ok champ make cheer far	2
30526	point live optimist foolish enough believ best yet come peter ustinov quot	1
30206	show us realli live perform lot differ emot stick one freak awesom	2
30447	tagaddr best segment far tagaddr tagaddr hilar	1
31346	tagaddr got staystrong yourebeauti	2
30572	want play relationship nme kick couch	0
31060	content life short smile	3
31492	tagaddr wolf want hihi breezi	0
30487	check film robocoq 301 anim shortfilm	1
30371	man know juggl ball n funni pun punni lol hilari	1
30658	wish unlimit glee episod could watch forev gleegoodby	0
30494	tagaddr tagaddr wow look bright	1
30691	suck real someon tri exhilar everi ounc see	0
30042	tagaddr oh fantast bet super exhilar	3
31368	jstor lingua obscura articl alway delight	2
31558	tagaddr n n whoo welcom greet cheer	3
30441	tagaddr tagaddr tagaddr least known band world glad ask muchlov hilari	1
30563	tagaddr cheer	0
30437	watch amaz live ly broadcast tagaddr live music	1
30570	everi time new anthoni weiner revel break bill clinton say prayer thank text dming exist heyday	0
30573	talk problem greatest addict n n break habit n ntalk ur joy n n quot optim problemsolv behappi	0
30597	day nhe itch fight itch exhilar battl almost get defeat adrenalin pump n rojinhitto	0
30269	meant	2
30640	back pat 2 5 10 11 pleas	0
31278	pm nawaz sharif adress uno produc mirth among kashmir well done pak wel done nawaz want demilter	1
30483	tagaddr yup feel dirti cheer	1
31423	wan na go blith read w goat	0
31225	lord thi god midst thee mighti save rejoic thee joy nzephaniah 3 17	1
30316	watch amaz live ly broadcast tagaddr music	2
31092	watch tagaddr spi one favorit actress last night watch theboss hilari want meet	3
31037	could happier	3
31270	tagaddr someth english sparkl wine would good farmhous cider italian cocktail thank	0
31027	think spiritu weighti experi came counterintuit recogn hindsight leviti daili grace	1
